ORGID,PARENT,OKFS,INN,OKPO,OKONH,SOOGU,OKOPF,KODREG,REGDATE,REGNUM,ORGNAME,ORGSNAME,COMMENT,FIZADDR,URADDR,POSTADDR,PHONE,FAX,EMAIL,WWW,MYORG,CONFDATE,MAINOKONH,OKBV,OCCUPATION,FIRST_DATE,LAST_DATE,OUT_REASON,OUT_DATE,SBM_ID,KODTERR,EXT_ID,HAS_BRON,F6_SHIFR,REGPL_ID,CHK_DATE,OKATO2,OKATO3,Feature1,Feature2,Feature3,OVK_ID,KODOKTMO,KODOKTMO2,REGPLACE,COMPUTERS,SOFTWARENUM,SOFTWARE,KPIS,COMPUTERSS,SOFTWARENUMS,KPISS,Kopf_Changed,Okved_Changed,SBM,OVK_NAME
407,,42,7705410608,50010608,"14001,14010,14050",,12247,45286552000,2000-10-03,000.001.0608,"ЗАВОД № 0608","ЗАВОД № 0608",,"ул. Новаторов, д. 82, к. 4","ул. Новаторов, д. 82, к. 4","ул. Новаторов, д. 82, к. 4",111-1000,111-2000,,,,2003-05-02,14001,10608-A1,,2000-10-29,2003-05-02,,,1,45286552000,407,0,01,1,2003-06-26,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
408,,42,7705410611,50010611,"14001,14010,14050",,12247,45286552000,2000-12-08,000.001.0611,"ЗАВОД № 0611","ЗАВОД № 0611",,"пер. Маяковского, д. 73","пер. Маяковского, д. 73","пер. Маяковского, д. 73",111-1000,111-2000,,,,2003-03-30,14001,10611-A1,,2000-01-29,2003-03-30,,,1,45286552000,408,0,01,1,2003-07-02,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
409,,16,7705430680,50030680,"71200,71201",,12247,45286552000,2000-10-10,000.003.0680,"УНИВЕРСАМ № 0680","УНИВЕРСАМ № 0680",,"Новоясеневский пр-т, д. 98","Новоясеневский пр-т, д. 98","Новоясеневский пр-т, д. 98",,,,,,2003-07-14,71200,30680-A1,"реализация товаров массового спроса",2000-08-24,2003-07-14,,,4,45286552000,409,0,01,4,2004-06-06,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
410,,14,7705450636,50050636,"82000,82205",,,45286552000,2000-01-16,000.005.0636,ГУП-0636,ГУП-0636,,"ул. Гагарина, д. 33, к. 3","ул. Гагарина, д. 33, к. 3","ул. Гагарина, д. 33, к. 3",,,,,,2002-09-05,82000,50636-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-06-17,2003-09-05,,,4,45286552000,410,0,03,1,2003-09-28,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
411,,14,7705450641,50050641,"82000,82205",,,45286552000,2000-09-21,000.005.0641,ГУП-0641,ГУП-0641,,"ул. Зеленая, д. 20","ул. Зеленая, д. 20","ул. Зеленая, д. 20",,,,,,2003-03-29,82000,50641-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-03-02,2003-03-29,,,4,45286552000,411,0,03,1,2003-04-19,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
412,,14,7705440639,50040639,,,75000,45286552000,2000-02-01,000.004.0639,"ШКОЛА № 0639","ШКОЛА № 0639",,"Новоясеневский пр-т, д. 61, к. 3","Новоясеневский пр-т, д. 61, к. 3","Новоясеневский пр-т, д. 61, к. 3",,,,,,2003-07-01,92100,40639-A1,образование,2000-07-21,2003-07-01,,,4,45286552000,412,0,01,1,2003-10-13,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
413,,14,7705440641,50040641,,,75000,45286552000,2000-06-16,000.004.0641,"ШКОЛА № 0641","ШКОЛА № 0641",,"пр-т Мира, д. 15, к. 4","пр-т Мира, д. 15, к. 4","пр-т Мира, д. 15, к. 4",,,,,,2002-11-29,92100,40641-A1,образование,2000-09-23,2003-11-29,,,4,45286552000,413,0,01,1,2004-05-31,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
414,,42,7705410621,50010621,"14001,14010,14050",,12247,45286552000,2000-02-04,000.001.0621,"ЗАВОД № 0621","ЗАВОД № 0621",,"тупик Совхозный, д. 7","тупик Совхозный, д. 7","тупик Совхозный, д. 7",111-1000,111-2000,,,,2002-09-16,14001,10621-A1,,2000-02-12,2003-09-16,,,1,45286552000,414,0,01,1,2004-08-25,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
415,,12,7705420635,50020635,"91510,91511,91515,10.15.15",,12247,45286552000,2000-10-24,000.002.0635,"АПТЕКА № 0635","АПТЕКА № 0635",,"ул. Советская, д. 16","ул. Советская, д. 16","ул. Советская, д. 16",,,,,,2003-05-26,91510,20635-B,"торговля фармпрепаратами",2000-01-27,2003-05-26,,,1,45286552000,415,1,01,1,2003-07-31,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
416,,14,7705440642,50040642,,,75000,45286552000,2000-07-09,000.004.0642,"ШКОЛА № 0642","ШКОЛА № 0642",,"ул. Ленина, д. 94","ул. Ленина, д. 94","ул. Ленина, д. 94",,,,,,2003-04-21,92100,40642-A1,образование,2000-08-08,2003-04-21,,,4,45286552000,416,0,01,1,2003-06-24,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
417,,42,7705410626,50010626,"14001,14010,14050",,12247,45286552000,2000-05-28,000.001.0626,"ЗАВОД № 0626","ЗАВОД № 0626",,"пр-т Горького, д. 95, к. 1","пр-т Горького, д. 95, к. 1","пр-т Горького, д. 95, к. 1",111-1000,111-2000,,,,2003-04-04,14001,10626-A1,,2000-01-22,2003-04-04,,,1,45286552000,417,0,01,1,2003-06-29,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
418,,16,7705430696,50030696,"71200,71201",,12247,45286552000,2000-01-16,000.003.0696,"УНИВЕРСАМ № 0696","УНИВЕРСАМ № 0696",,"пр-т Мира, д. 87, к. 5","пр-т Мира, д. 87, к. 5","пр-т Мира, д. 87, к. 5",,,,,,2003-03-16,71200,30696-A1,"реализация товаров массового спроса",2000-04-18,2003-03-16,,,4,45286552000,418,0,01,4,2003-08-07,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
419,,42,7705410629,50010629,"14001,14010,14050",,12247,45286552000,2000-02-27,000.001.0629,"ЗАВОД № 0629","ЗАВОД № 0629",,"Новоясеневский пр-т, д. 72","Новоясеневский пр-т, д. 72","Новоясеневский пр-т, д. 72",111-1000,111-2000,,,,2003-04-02,14001,10629-A1,,2000-06-23,2003-04-02,,,1,45286552000,419,0,01,1,2003-06-21,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
420,,16,7705430701,50030701,"71200,71201",,12247,45286552000,2000-12-17,000.003.0701,"УНИВЕРСАМ № 0701","УНИВЕРСАМ № 0701",,"ул. Гвоздева, д. 77","ул. Гвоздева, д. 77","ул. Гвоздева, д. 77",,,,,,2003-07-01,71200,30701-A1,"реализация товаров массового спроса",2000-09-13,2003-07-01,,,4,45286552000,420,0,01,4,2003-12-04,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
421,,16,7705430702,50030702,"71200,71201",,12247,45286552000,2000-04-12,000.003.0702,"УНИВЕРСАМ № 0702","УНИВЕРСАМ № 0702",,"41 км МКАД, д. 62","41 км МКАД, д. 62","41 км МКАД, д. 62",,,,,,2002-12-07,71200,30702-A1,"реализация товаров массового спроса",2000-12-14,2003-12-07,,,4,45286552000,421,0,01,4,2004-01-09,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
422,,14,7705440650,50040650,,,75000,45286552000,2000-05-17,000.004.0650,"ШКОЛА № 0650","ШКОЛА № 0650",,"2-й пер. Призывников, д. 92, к. 5","2-й пер. Призывников, д. 92, к. 5","2-й пер. Призывников, д. 92, к. 5",,,,,,2002-11-03,92100,40650-A1,образование,2000-07-14,2003-11-03,,,4,45286552000,422,0,01,1,2004-04-22,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
423,,12,7705420650,50020650,"91510,91511,91515,10.15.15",,12247,45286552000,2000-07-13,000.002.0650,"АПТЕКА № 0650","АПТЕКА № 0650",,"ул. Ленина, д. 23","ул. Ленина, д. 23","ул. Ленина, д. 23",,,,,,2002-11-08,91510,20650-B,"торговля фармпрепаратами",2000-01-08,2003-11-08,,,1,45286552000,423,1,01,1,2004-01-23,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
424,,12,7705420654,50020654,"91510,91511,91515,10.15.15",,12247,45286552000,2000-09-03,000.002.0654,"АПТЕКА № 0654","АПТЕКА № 0654",,"ул. Гвоздева, д. 56, к. 4","ул. Гвоздева, д. 56, к. 4","ул. Гвоздева, д. 56, к. 4",,,,,,2002-10-16,91510,20654-B,"торговля фармпрепаратами",2000-08-09,2003-10-16,,,1,45286552000,424,1,01,1,2004-09-18,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
425,,12,7705420655,50020655,"91510,91511,91515,10.15.15",,12247,45286552000,2000-03-17,000.002.0655,"АПТЕКА № 0655","АПТЕКА № 0655",,"пр-т Мира, д. 80","пр-т Мира, д. 80","пр-т Мира, д. 80",,,,,,2003-03-24,91510,20655-B,"торговля фармпрепаратами",2000-02-10,2003-03-24,,,1,45286552000,425,1,01,1,2004-02-09,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
426,,16,7705430712,50030712,"71200,71201",,12247,45286552000,2000-03-30,000.003.0712,"УНИВЕРСАМ № 0712","УНИВЕРСАМ № 0712",,"ул. Гвоздева, д. 51, к. 1","ул. Гвоздева, д. 51, к. 1","ул. Гвоздева, д. 51, к. 1",,,,,,2003-04-19,71200,30712-A1,"реализация товаров массового спроса",2000-02-18,2003-04-19,,,4,45286552000,426,0,01,4,2003-05-08,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
427,,14,7705440658,50040658,,,75000,45286552000,2000-10-27,000.004.0658,"ШКОЛА № 0658","ШКОЛА № 0658",,"Яблоневая аллея, д. 20, к. 3","Яблоневая аллея, д. 20, к. 3","Яблоневая аллея, д. 20, к. 3",,,,,,2002-10-29,92100,40658-A1,образование,2000-10-21,2003-10-29,,,4,45286552000,427,0,01,1,2003-11-16,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
428,,42,7705410647,50010647,"14001,14010,14050",,12247,45286552000,2000-05-20,000.001.0647,"ЗАВОД № 0647","ЗАВОД № 0647",,"Яблоневая аллея, д. 13","Яблоневая аллея, д. 13","Яблоневая аллея, д. 13",111-1000,111-2000,,,,2002-10-22,14001,10647-A1,,2000-01-01,2003-10-22,,,1,45286552000,428,0,01,1,2003-11-22,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
429,,16,7705460681,50060681,,,,45286552000,2000-09-27,000.006.0681,ЧП-0681,ЧП-0681,,"ул. Зеленая, д. 32","ул. Зеленая, д. 32","ул. Зеленая, д. 32",,,,,,2003-07-28,84000,60681-A1,коммерция,2000-02-18,2003-07-28,,,4,45286552000,429,0,01,1,2003-08-23,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
430,,14,7705450670,50050670,"82000,82205",,,45286552000,2000-09-18,000.005.0670,ГУП-0670,ГУП-0670,,"ул. Новый Арбат, д. 20","ул. Новый Арбат, д. 20","ул. Новый Арбат, д. 20",,,,,,2003-01-03,82000,50670-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-08-24,2003-01-03,,,4,45286552000,430,0,03,1,2003-03-02,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
431,,42,7705410651,50010651,"14001,14010,14050",,12247,45286552000,2000-02-25,000.001.0651,"ЗАВОД № 0651","ЗАВОД № 0651",,"ул. Гвоздева, д. 37, к. 3","ул. Гвоздева, д. 37, к. 3","ул. Гвоздева, д. 37, к. 3",111-1000,111-2000,,,,2002-09-01,14001,10651-A1,,2000-03-15,2003-09-01,,,1,45286552000,431,0,01,1,2004-02-06,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
432,,16,7705430721,50030721,"71200,71201",,12247,45286552000,2000-03-25,000.003.0721,"УНИВЕРСАМ № 0721","УНИВЕРСАМ № 0721",,"Новоясеневский пр-т, д. 33, к. 5","Новоясеневский пр-т, д. 33, к. 5","Новоясеневский пр-т, д. 33, к. 5",,,,,,2002-11-12,71200,30721-A1,"реализация товаров массового спроса",2000-11-13,2003-11-12,,,4,45286552000,432,0,01,4,2004-10-12,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
433,,42,7705410655,50010655,"14001,14010,14050",,12247,45286552000,2000-11-21,000.001.0655,"ЗАВОД № 0655","ЗАВОД № 0655",,"2-я Грузинская улица, д. 63","2-я Грузинская улица, д. 63","2-я Грузинская улица, д. 63",111-1000,111-2000,,,,2003-03-03,14001,10655-A1,,2000-04-24,2003-03-03,,,1,45286552000,433,0,01,1,2003-06-08,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
434,,16,7705430724,50030724,"71200,71201",,12247,45286552000,2000-05-14,000.003.0724,"УНИВЕРСАМ № 0724","УНИВЕРСАМ № 0724",,"Яблоневая аллея, д. 77","Яблоневая аллея, д. 77","Яблоневая аллея, д. 77",,,,,,2002-11-29,71200,30724-A1,"реализация товаров массового спроса",2000-03-03,2003-11-29,,,4,45286552000,434,0,01,4,2004-03-23,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
435,,12,7705420676,50020676,"91510,91511,91515,10.15.15",,12247,45286552000,2000-04-15,000.002.0676,"АПТЕКА № 0676","АПТЕКА № 0676",,"пр-т Горького, д. 31","пр-т Горького, д. 31","пр-т Горького, д. 31",,,,,,2002-12-08,91510,20676-B,"торговля фармпрепаратами",2000-09-22,2003-12-08,,,1,45286552000,435,1,01,1,2004-03-16,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
436,,42,7705410663,50010663,"14001,14010,14050",,12247,45286552000,2000-04-20,000.001.0663,"ЗАВОД № 0663","ЗАВОД № 0663",,"2-я Грузинская улица, д. 40","2-я Грузинская улица, д. 40","2-я Грузинская улица, д. 40",111-1000,111-2000,,,,2002-10-02,14001,10663-A1,,2000-06-06,2003-10-02,,,1,45286552000,436,0,01,1,2004-04-08,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
437,,42,7705410668,50010668,"14001,14010,14050",,12247,45286552000,2000-06-21,000.001.0668,"ЗАВОД № 0668","ЗАВОД № 0668",,"ул. Гвоздева, д. 28, к. 4","ул. Гвоздева, д. 28, к. 4","ул. Гвоздева, д. 28, к. 4",111-1000,111-2000,,,,2003-02-25,14001,10668-A1,,2000-07-11,2003-02-25,,,1,45286552000,437,0,01,1,2003-12-24,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
438,,14,7705450685,50050685,"82000,82205",,,45286552000,2000-07-24,000.005.0685,ГУП-0685,ГУП-0685,,"ул. Советская, д. 36, к. 1","ул. Советская, д. 36, к. 1","ул. Советская, д. 36, к. 1",,,,,,2002-11-27,82000,50685-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-04-06,2003-11-27,,,4,45286552000,438,0,03,1,2004-05-31,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
439,,16,7705430742,50030742,"71200,71201",,12247,45286552000,2000-03-28,000.003.0742,"УНИВЕРСАМ № 0742","УНИВЕРСАМ № 0742",,"ул. Островитянова, д. 92, к. 3","ул. Островитянова, д. 92, к. 3","ул. Островитянова, д. 92, к. 3",,,,,,2003-05-10,71200,30742-A1,"реализация товаров массового спроса",2000-11-21,2003-05-10,,,4,45286552000,439,0,01,4,2003-09-23,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
440,,16,7705460707,50060707,,,,45286552000,2000-07-16,000.006.0707,ЧП-0707,ЧП-0707,,"41 км МКАД, д. 56","41 км МКАД, д. 56","41 км МКАД, д. 56",,,,,,2003-02-21,84000,60707-A1,коммерция,2000-06-09,2003-02-21,,,4,45286552000,440,0,01,1,2003-12-10,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
441,,14,7705450693,50050693,"82000,82205",,,45286552000,2000-04-29,000.005.0693,ГУП-0693,ГУП-0693,,"ул. Советская, д. 15, к. 4","ул. Советская, д. 15, к. 4","ул. Советская, д. 15, к. 4",,,,,,2003-03-16,82000,50693-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-08-15,2003-03-16,,,4,45286552000,441,0,03,1,2003-12-18,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
442,,42,7705410686,50010686,"14001,14010,14050",,12247,45286552000,2000-03-24,000.001.0686,"ЗАВОД № 0686","ЗАВОД № 0686",,"тупик Совхозный, д. 19","тупик Совхозный, д. 19","тупик Совхозный, д. 19",111-1000,111-2000,,,,2003-01-05,14001,10686-A1,,2000-07-01,2003-01-05,,,1,45286552000,442,0,01,1,2003-09-02,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
443,,16,7705430752,50030752,"71200,71201",,12247,45286552000,2000-06-01,000.003.0752,"УНИВЕРСАМ № 0752","УНИВЕРСАМ № 0752",,"пр-т Мира, д. 9, к. 2","пр-т Мира, д. 9, к. 2","пр-т Мира, д. 9, к. 2",,,,,,2002-10-25,71200,30752-A1,"реализация товаров массового спроса",2000-09-25,2003-10-25,,,4,45286552000,443,0,01,4,2004-03-05,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
444,,14,7705440700,50040700,,,75000,45286552000,2000-10-16,000.004.0700,"ШКОЛА № 0700","ШКОЛА № 0700",,"пр-т Мира, д. 14","пр-т Мира, д. 14","пр-т Мира, д. 14",,,,,,2003-01-12,92100,40700-A1,образование,2000-02-10,2003-01-12,,,4,45286552000,444,0,01,1,2003-04-09,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
445,,14,7705440702,50040702,,,75000,45286552000,2000-03-10,000.004.0702,"ШКОЛА № 0702","ШКОЛА № 0702",,"пр-т Мира, д. 57","пр-т Мира, д. 57","пр-т Мира, д. 57",,,,,,2003-04-12,92100,40702-A1,образование,2000-05-06,2003-04-12,,,4,45286552000,445,0,01,1,2003-08-01,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
446,,14,7705440707,50040707,,,75000,45286552000,2000-02-29,000.004.0707,"ШКОЛА № 0707","ШКОЛА № 0707",,"ул. Новый Арбат, д. 12","ул. Новый Арбат, д. 12","ул. Новый Арбат, д. 12",,,,,,2003-06-25,92100,40707-A1,образование,2000-11-08,2003-06-25,,,4,45286552000,446,0,01,1,2003-09-27,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
447,,12,7705420722,50020722,"91510,91511,91515,10.15.15",,12247,45286552000,2000-10-12,000.002.0722,"АПТЕКА № 0722","АПТЕКА № 0722",,"ул. Ленина, д. 100","ул. Ленина, д. 100","ул. Ленина, д. 100",,,,,,2003-03-28,91510,20722-B,"торговля фармпрепаратами",2000-11-04,2003-03-28,,,1,45286552000,447,1,01,1,2004-01-15,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
448,,14,7705450709,50050709,"82000,82205",,,45286552000,2000-10-25,000.005.0709,ГУП-0709,ГУП-0709,,"ул. Советская, д. 76, к. 3","ул. Советская, д. 76, к. 3","ул. Советская, д. 76, к. 3",,,,,,2003-02-15,82000,50709-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-09-20,2003-02-15,,,4,45286552000,448,0,03,1,2003-09-11,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
449,,14,7705450710,50050710,"82000,82205",,,45286552000,2000-08-23,000.005.0710,ГУП-0710,ГУП-0710,,"41 км МКАД, д. 69, к. 1","41 км МКАД, д. 69, к. 1","41 км МКАД, д. 69, к. 1",,,,,,2003-04-04,82000,50710-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-06-26,2003-04-04,,,4,45286552000,449,0,03,1,2003-12-26,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
450,,16,7705430764,50030764,"71200,71201",,12247,45286552000,2000-02-01,000.003.0764,"УНИВЕРСАМ № 0764","УНИВЕРСАМ № 0764",,"Новоясеневский пр-т, д. 5, к. 4","Новоясеневский пр-т, д. 5, к. 4","Новоясеневский пр-т, д. 5, к. 4",,,,,,2003-02-10,71200,30764-A1,"реализация товаров массового спроса",2000-10-13,2003-02-10,,,4,45286552000,450,0,01,4,2003-10-25,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
451,,12,7705420725,50020725,"91510,91511,91515,10.15.15",,12247,45286552000,2000-09-25,000.002.0725,"АПТЕКА № 0725","АПТЕКА № 0725",,"ул. Теплый Стан, д. 73","ул. Теплый Стан, д. 73","ул. Теплый Стан, д. 73",,,,,,2003-01-18,91510,20725-B,"торговля фармпрепаратами",2000-12-01,2003-01-18,,,1,45286552000,451,1,01,1,2003-06-25,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
452,,16,7705430768,50030768,"71200,71201",,12247,45286552000,2000-12-06,000.003.0768,"УНИВЕРСАМ № 0768","УНИВЕРСАМ № 0768",,"41 км МКАД, д. 53","41 км МКАД, д. 53","41 км МКАД, д. 53",,,,,,2002-10-14,71200,30768-A1,"реализация товаров массового спроса",2000-07-01,2003-10-14,,,4,45286552000,452,0,01,4,2004-07-02,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
453,,14,7705450718,50050718,"82000,82205",,,45286552000,2000-10-29,000.005.0718,ГУП-0718,ГУП-0718,,"пр-т Мира, д. 24, к. 5","пр-т Мира, д. 24, к. 5","пр-т Мира, д. 24, к. 5",,,,,,2003-03-04,82000,50718-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-03-17,2003-03-04,,,4,45286552000,453,0,03,1,2003-12-13,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
454,,42,7705410708,50010708,"14001,14010,14050",,12247,45286552000,2000-01-07,000.001.0708,"ЗАВОД № 0708","ЗАВОД № 0708",,"ул. Теплый Стан, д. 55, к. 5","ул. Теплый Стан, д. 55, к. 5","ул. Теплый Стан, д. 55, к. 5",111-1000,111-2000,,,,2003-02-05,14001,10708-A1,,2000-06-25,2003-02-05,,,1,45286552000,454,0,01,1,2003-04-12,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
455,,12,7705420729,50020729,"91510,91511,91515,10.15.15",,12247,45286552000,2000-09-23,000.002.0729,"АПТЕКА № 0729","АПТЕКА № 0729",,"Столичный бульвар, д. 86, к. 1","Столичный бульвар, д. 86, к. 1","Столичный бульвар, д. 86, к. 1",,,,,,2002-10-26,91510,20729-B,"торговля фармпрепаратами",2000-08-24,2003-10-26,,,1,45286552000,455,1,01,1,2004-09-13,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
456,,12,7705420735,50020735,"91510,91511,91515,10.15.15",,12247,45286552000,2000-07-02,000.002.0735,"АПТЕКА № 0735","АПТЕКА № 0735",,"ул. Гагарина, д. 50","ул. Гагарина, д. 50","ул. Гагарина, д. 50",,,,,,2002-11-02,91510,20735-B,"торговля фармпрепаратами",2000-05-12,2003-11-02,,,1,45286552000,456,1,01,1,2004-03-07,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
457,,14,7705450726,50050726,"82000,82205",,,45286552000,2000-11-13,000.005.0726,ГУП-0726,ГУП-0726,,"ул. Новый Арбат, д. 48","ул. Новый Арбат, д. 48","ул. Новый Арбат, д. 48",,,,,,2002-12-21,82000,50726-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-07-29,2003-12-21,,,4,45286552000,457,0,03,1,2004-12-01,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
458,,12,7705420738,50020738,"91510,91511,91515,10.15.15",,12247,45286552000,2000-09-20,000.002.0738,"АПТЕКА № 0738","АПТЕКА № 0738",,"ул. Теплый Стан, д. 92, к. 2","ул. Теплый Стан, д. 92, к. 2","ул. Теплый Стан, д. 92, к. 2",,,,,,2003-02-11,91510,20738-B,"торговля фармпрепаратами",2000-09-20,2003-02-11,,,1,45286552000,458,1,01,1,2003-06-14,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
459,,16,7705460746,50060746,,,,45286552000,2000-07-14,000.006.0746,ЧП-0746,ЧП-0746,,"Новоясеневский пр-т, д. 9, к. 4","Новоясеневский пр-т, д. 9, к. 4","Новоясеневский пр-т, д. 9, к. 4",,,,,,2003-07-17,84000,60746-A1,коммерция,2000-11-07,2003-07-17,,,4,45286552000,459,0,01,1,2003-10-06,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
460,,16,7705430787,50030787,"71200,71201",,12247,45286552000,2000-04-03,000.003.0787,"УНИВЕРСАМ № 0787","УНИВЕРСАМ № 0787",,"41 км МКАД, д. 10","41 км МКАД, д. 10","41 км МКАД, д. 10",,,,,,2003-06-06,71200,30787-A1,"реализация товаров массового спроса",2000-09-17,2003-06-06,,,4,45286552000,460,0,01,4,2003-09-23,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
461,,14,7705440734,50040734,,,75000,45286552000,2000-08-16,000.004.0734,"ШКОЛА № 0734","ШКОЛА № 0734",,"пер. Маяковского, д. 31, к. 2","пер. Маяковского, д. 31, к. 2","пер. Маяковского, д. 31, к. 2",,,,,,2003-06-28,92100,40734-A1,образование,2000-07-24,2003-06-28,,,4,45286552000,461,0,01,1,2003-10-02,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
462,,16,7705460756,50060756,,,,45286552000,2000-04-19,000.006.0756,ЧП-0756,ЧП-0756,,"Столичный бульвар, д. 38, к. 1","Столичный бульвар, д. 38, к. 1","Столичный бульвар, д. 38, к. 1",,,,,,2002-12-14,84000,60756-A1,коммерция,2000-02-28,2003-12-14,,,4,45286552000,462,0,01,1,2004-03-04,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
463,,16,7705430791,50030791,"71200,71201",,12247,45286552000,2000-04-11,000.003.0791,"УНИВЕРСАМ № 0791","УНИВЕРСАМ № 0791",,"Столичный бульвар, д. 89","Столичный бульвар, д. 89","Столичный бульвар, д. 89",,,,,,2003-04-03,71200,30791-A1,"реализация товаров массового спроса",2000-11-16,2003-04-03,,,4,45286552000,463,0,01,4,2003-09-10,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
464,,16,7705460759,50060759,,,,45286552000,2000-09-28,000.006.0759,ЧП-0759,ЧП-0759,,"ул. Зеленая, д. 27, к. 1","ул. Зеленая, д. 27, к. 1","ул. Зеленая, д. 27, к. 1",,,,,,2002-11-26,84000,60759-A1,коммерция,2000-06-08,2003-11-26,,,4,45286552000,464,0,01,1,2004-04-02,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
465,,12,7705420752,50020752,"91510,91511,91515,10.15.15",,12247,45286552000,2000-12-05,000.002.0752,"АПТЕКА № 0752","АПТЕКА № 0752",,"2-я Грузинская улица, д. 92","2-я Грузинская улица, д. 92","2-я Грузинская улица, д. 92",,,,,,2003-02-03,91510,20752-B,"торговля фармпрепаратами",2000-12-13,2003-02-03,,,1,45286552000,465,1,01,1,2003-04-13,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
466,,16,7705430798,50030798,"71200,71201",,12247,45286552000,2000-04-01,000.003.0798,"УНИВЕРСАМ № 0798","УНИВЕРСАМ № 0798",,"пер. Маяковского, д. 54, к. 2","пер. Маяковского, д. 54, к. 2","пер. Маяковского, д. 54, к. 2",,,,,,2003-01-22,71200,30798-A1,"реализация товаров массового спроса",2000-08-26,2003-01-22,,,4,45286552000,466,0,01,4,2003-08-04,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
